swing_id,golfer_id,skill_level,club_type,accel_max,accel_mean,age,age_capability_factor,air_density_factor,career_stage,circadian_factor,club_path_confidence,club_path_consistency,club_speed_at_impact,club_speed_max,club_speed_mean,compensation_count,compensation_severity,course_type_encoded,dominant_hand_encoded,downswing_speed_range,downswing_speed_skewness,downswing_speed_variance,early_cast_flag,early_extension_flag,elevation_m,env_difficulty_index,experience_engrainment,fitness_capability,fitness_level,gender_encoded,green_speed_stimp,height_factor,height_m,hour_of_day,humidity_pct,jerk_max,jerk_mean,jerk_std,kinematic_sequence_confidence,kinematic_sequence_score,lag_angle_impact,lag_angle_mid_downswing,lag_confidence,lag_release_smoothness,links_course_flag,motion_smoothness,normalized_distance_factor,over_top_flag,peak_speed_pct_of_swing,physical_profile_score,power_potential_score,release_efficiency,reverse_pivot_flag,seq_consistency,seq_trend,sequence_efficiency_index,session_fatigue,speed_trend,speed_variance_recent,sway_flag,swing_dominant_frequency,swing_high_freq_noise,swing_spectral_entropy,swing_speed_index,swing_tempo_ratio,swings_in_session,temperature_c,temperature_efficiency,tempo_confidence,tempo_sequence_alignment,time_to_peak_speed,weight_transfer_confidence,weight_transfer_timing_ms,weighted_quality_score,wind_crosswind_component,wind_direction_deg,wind_effect_severity,wind_headwind_component,wind_speed_mph,xfactor_age_adjusted,xfactor_confidence,xfactor_degrees,xfactor_max_ts,xfactor_rate_of_change,xfactor_stretch,xfactor_timing,years_experience,ball_speed_mph,carry_distance_yards,offline_yards,injury_risk_score,clubhead_speed_mph
242,25,semi_pro,driver,0.0,0.0,34,0.9325,0.9917,2,0.95,0.86,0.8871,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.0914,1.91,18.0,80.9,0.0,0.0,0.0,0.88,0.831,19.84,72.01,0.85,1.0,0,0.0,1.082,0,0.8811881188118812,0.9825,0.0,3.6295,0,0.9678336666683938,0.0015299999999998921,0.831,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.594059405940594,0.0,0.0,10000.0,2.5602,10.0,21.9,1.0,0.88,2.0067,0.08485,0.83,-117.78,0.4155,-0.61,350.5,0.1233,3.65,3.7,0.0,0.88,43.24,0.58125,0.04161999999999999,0.0,0.06788,15,84.43,138.58,3.37,0.0,103.33
243,25,semi_pro,driver,0.0,0.0,34,0.9325,0.9917,2,0.95,0.86,0.8363,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.0914,1.91,18.0,80.9,0.0,0.0,0.0,0.88,0.8463,19.07,66.77,0.85,1.0,0,0.0,1.082,0,0.0,0.9825,0.0,3.5013,1,0.9678336666683938,0.0015299999999998921,0.677,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.6382978723404256,0.0,0.0,10000.0,2.2522,10.0,21.9,1.0,0.88,1.5275,0.0,0.83,-145.3,0.3808,-0.61,350.5,0.1233,3.65,3.7,0.0,0.88,31.85,0.5735000000000001,0.04238999999999993,0.0,0.0,15,84.59,140.46,5.98,0.1566,102.83
244,25,semi_pro,driver,0.0,0.0,34,0.9325,0.9917,2,0.95,0.86,0.7936,1.257428353451962,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.0914,1.91,18.0,80.9,0.0,0.0,0.0,0.88,0.8189,21.42,63.71,0.85,1.0,0,0.0,1.082,1,0.0,0.9825,0.0,2.9743,0,0.9678336666683938,0.0015299999999998921,0.4913,0.1839999999999833,2.654999999999992,32.24387000000003,1,0.6185567010309279,0.0,0.0,10000.0,3.384,10.0,21.9,1.0,0.88,1.4709,0.0,0.83,-90.09,0.3276,-0.61,350.5,0.1233,3.65,3.7,0.0,0.88,31.44,0.58592,0.039610000000000145,0.0,0.05079,15,83.78,145.08,12.52,0.1791,104.13
245,25,semi_pro,driver,0.0,0.0,34,0.9325,0.9917,2,0.95,0.86,0.871,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.0914,1.91,18.0,80.9,0.0,0.0,0.0,0.88,0.7192,21.91,70.63,0.85,1.0,0,0.0,1.082,0,0.0,0.9825,0.0,3.2236,0,0.9678336666683938,0.0015299999999998921,0.7192,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.594059405940594,0.0,0.0,10000.0,2.9761,10.0,21.9,1.0,0.88,1.45,0.0,0.83,-111.01,0.3596,-0.61,350.5,0.1233,3.65,3.7,0.0,0.88,42.2,0.58554,0.051529999999999854,0.0,0.0,15,83.38,136.83,8.4,0.0,101.67
246,25,semi_pro,driver,0.0,0.0,34,0.9325,0.9917,2,0.95,0.86,0.8368,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.0914,1.91,18.0,80.9,0.0,0.0,0.0,0.88,0.7473,24.61,60.33,0.85,1.0,0,0.0,1.082,0,0.0,0.9825,0.0,2.4514,0,0.9678336666683938,0.0015299999999998921,0.5978,0.1839999999999833,2.654999999999992,32.24387000000003,1,0.5555555555555556,0.0,0.0,10000.0,2.6232,10.0,21.9,1.0,0.88,1.7453,0.0,0.83,-145.56,0.3363,-0.61,350.5,0.1233,3.65,3.7,0.0,0.88,43.41,0.5822799999999999,0.05339000000000005,0.0,0.06773,15,76.44,128.8,7.16,0.1416,92.21
247,25,semi_pro,driver,0.0,0.0,34,0.9325,0.9917,2,0.95,0.86,0.8453,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,1,70.1,0.0408,0.75,1.04,8,1,8.51,1.0914,1.91,18.0,80.9,0.0,0.0,0.0,0.88,0.7426,14.69,67.04,0.85,1.0,0,0.0,1.082,0,0.0,0.9825,0.0,4.5636,0,0.9678336666683938,0.0015299999999998921,0.5941,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.5714285714285714,0.0,0.0,10000.0,2.6756,10.0,21.9,1.0,0.88,1.6901,0.0,0.83,-96.79,0.3342,-0.61,350.5,0.1233,3.65,3.7,0.0,0.88,33.43,0.5794699999999999,0.046720000000000095,0.0,0.0,15,82.72,138.71,9.13,0.1402,97.96
248,25,semi_pro,driver,0.0,0.0,34,0.9325,0.9917,2,0.95,0.86,0.7983,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.0914,1.91,18.0,80.9,0.0,0.0,0.0,0.88,0.7272,24.84,73.66,0.85,1.0,0,0.0,1.082,0,0.0,0.9825,0.0,2.9654,0,0.9678336666683938,0.0015299999999998921,0.7272,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.5714285714285714,0.0,0.0,10000.0,2.7495,10.0,21.9,1.0,0.88,1.6002,0.0,0.83,-74.16,0.3636,-0.61,350.5,0.1233,3.65,3.7,0.0,0.88,43.1,0.5893999999999999,0.05871999999999988,0.0,0.03371,15,90.39,151.62,7.62,0.0,104.86
249,25,semi_pro,driver,0.0,0.0,34,0.9325,0.9917,2,0.95,0.86,0.7936,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.0914,1.91,18.0,80.9,0.0,0.0,0.0,0.88,0.6919,16.75,71.81,0.85,1.0,0,0.0,1.082,0,0.0,0.9825,0.0,4.2872,0,0.9678336666683938,0.0015299999999998921,0.4151,0.1839999999999833,2.654999999999992,32.24387000000003,1,0.5825242718446603,0.0,0.0,10000.0,2.1259,10.0,21.9,1.0,0.88,1.0705,0.0,0.83,-134.98,0.2768,-0.61,350.5,0.1233,3.65,3.7,0.0,0.88,36.87,0.5783399999999999,0.035600000000000076,0.0,0.05077,15,89.43,145.77,12.53,0.2382,104.9
250,25,semi_pro,driver,0.0,0.0,34,0.9325,0.9917,2,0.95,0.86,0.8963,1.678936882886019,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,1,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.0914,1.91,18.0,80.9,0.0,0.0,0.0,0.88,0.7803,25.05,69.77,0.85,1.0,0,0.0,1.082,0,0.0,0.9825,0.0,2.7852,0,0.9678336666683938,0.0015299999999998921,0.6242,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.5660377358490566,0.0,0.0,10000.0,2.8142,10.0,21.9,1.0,0.88,1.6709,0.0,0.83,-96.43,0.3511,-0.61,350.5,0.1233,3.65,3.7,0.0,0.88,30.54,0.57755,0.04756999999999989,0.0,0.0509,15,86.36,148.28,7.37,0.1054,103.95
251,26,semi_pro,driver,0.0,0.0,28,0.9775,0.9514,1,1.0,0.86,0.8653,5.484157218967921,1000000.0,1000000.0,1,0.2,3,1,1000000.0,0.0,0.0,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.1029,1.93,11.8,35.3,0.0,0.0,0.0,0.88,0.688,25.96,65.85,0.85,1.0,0,0.0,0.8633,1,0.0,0.9445,0.0,2.5366,0,0.9714085327413929,-0.014320000000000119,0.5504,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.5555555555555556,0.0,0.0,10000.0,2.1604,10.0,8.5,0.7266,0.88,1.1096,0.0,0.83,-125.69,0.3096,5.1,165.8,0.6933,-20.16,20.8,0.0,0.88,32.36,0.58169,0.03803000000000001,0.0,0.03369,13,84.7,141.1,10.77,0.0,100.72
252,26,semi_pro,driver,0.0,0.0,28,0.9775,0.9514,1,1.0,0.86,0.8949,5.484157218967921,1000000.0,1000000.0,0,0.0,3,1,1000000.0,0.0,0.0,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.1029,1.93,11.8,35.3,0.0,0.0,0.0,0.88,0.8382,19.82,63.69,0.85,1.0,0,0.0,0.8633,0,0.0,0.9445,0.0,3.2134,0,0.9714085327413929,-0.014320000000000119,0.8382,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.5825242718446603,0.0,0.0,10000.0,2.3966,10.0,8.5,0.7266,0.88,1.8206,0.0,0.83,-79.15,0.4191,5.1,165.8,0.6933,-20.16,20.8,0.0,0.88,42.04,0.58317,0.03517999999999999,0.0,0.05088,13,81.7,139.71,3.5,0.0,96.21
253,26,semi_pro,driver,0.0,0.0,28,0.9775,0.9514,1,1.0,0.86,0.8073,5.484157218967921,1000000.0,1000000.0,2,0.4,3,1,1000000.0,0.0,0.0,0,1,418.0,0.291,0.65,0.934,5,1,10.39,1.1029,1.93,11.8,35.3,0.0,0.0,0.0,0.88,0.8031,16.92,76.38,0.85,1.0,0,0.0,0.8633,0,0.0,0.9445,0.0,4.5142,0,0.9714085327413929,-0.014320000000000119,0.4819,-1.534000000000006,-0.2950000000000083,1.5907200000000064,1,0.6185567010309279,0.0,0.0,10000.0,2.5293,10.0,8.5,0.7266,0.88,1.9735,0.0,0.83,-118.81,0.3212,5.1,165.8,0.6933,-20.16,20.8,0.0,0.88,36.74,0.5923499999999999,0.046379999999999866,0.0,0.03395,13,86.58,145.47,10.99,0.3956,102.93
254,26,semi_pro,driver,0.0,0.0,28,0.9775,0.9514,1,1.0,0.86,0.8373,1.4164314322710383,1000000.0,1000000.0,0,0.0,3,1,1000000.0,0.0,0.0,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.1029,1.93,11.8,35.3,0.0,0.0,0.0,0.88,0.7698,19.2,76.95,0.85,1.0,0,0.0,0.8633,0,0.0,0.9445,0.0,4.0078,0,0.9714085327413929,-0.014320000000000119,0.7698,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.5882352941176471,0.0,0.0,10000.0,2.0868,10.0,8.5,0.7266,0.88,1.1367,0.0,0.83,-95.76,0.3849,5.1,165.8,0.6933,-20.16,20.8,0.0,0.88,36.29,0.58663,0.0629900000000001,0.0,0.08436,13,77.43,126.14,7.06,0.0,93.92
255,26,semi_pro,driver,0.0,0.0,28,0.9775,0.9514,1,1.0,0.86,0.7989,5.484157218967921,1000000.0,1000000.0,0,0.0,3,1,1000000.0,0.0,0.0,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.1029,1.93,11.8,35.3,0.0,0.0,0.0,0.88,0.8362,17.21,78.33,0.85,1.0,0,0.0,0.8633,0,0.0,0.9445,0.0,4.5514,0,0.9714085327413929,-0.014320000000000119,0.8362,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.6122448979591837,0.0,0.0,10000.0,3.1501,10.0,8.5,0.7266,0.88,1.5963,0.0,0.83,-55.65,0.4181,5.1,165.8,0.6933,-20.16,20.8,0.0,0.88,30.51,0.5827100000000001,0.036559999999999926,0.0,0.0339,13,73.36,123.39,3.77,0.0,90.54
256,26,semi_pro,driver,0.0,0.0,28,0.9775,0.9514,1,1.0,0.86,0.801,5.484157218967921,1000000.0,1000000.0,0,0.0,3,1,1000000.0,0.0,0.0,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.1029,1.93,11.8,35.3,0.0,0.0,0.0,0.88,0.819,16.44,72.94,0.85,1.0,0,0.0,0.8633,0,0.0,0.9445,0.0,4.4367,0,0.9714085327413929,-0.014320000000000119,0.819,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.6741573033707865,0.0,0.0,10000.0,2.5541,10.0,8.5,0.7266,0.88,1.9844,0.0,0.83,-127.63,0.4095,5.1,165.8,0.6933,-20.16,20.8,0.0,0.88,37.81,0.5864799999999999,0.031030000000000113,0.0,0.03408,13,83.87,136.6,6.97,0.0,102.21
257,26,semi_pro,driver,0.0,0.0,28,0.9775,0.9514,1,1.0,0.86,0.7986,5.484157218967921,1000000.0,1000000.0,1,0.2,3,1,1000000.0,0.0,0.0,1,0,418.0,0.291,0.65,0.934,5,1,10.39,1.1029,1.93,11.8,35.3,0.0,0.0,0.0,0.88,0.7878,25.5,67.51,0.85,1.0,0,0.0,0.8633,0,0.0,0.9445,0.0,2.6475,0,0.9714085327413929,-0.014320000000000119,0.6302,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.6,0.0,0.0,10000.0,2.1757,10.0,8.5,0.7266,0.88,1.2943,0.0,0.83,-53.54,0.3545,5.1,165.8,0.6933,-20.16,20.8,0.0,0.88,37.2,0.58731,0.03778999999999999,0.0,0.03382,13,80.86,136.92,7.76,0.0842,96.44
258,26,semi_pro,driver,0.0,0.0,28,0.9775,0.9514,1,1.0,0.86,0.8515,5.484157218967921,1000000.0,1000000.0,0,0.0,3,1,1000000.0,0.0,0.0,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.1029,1.93,11.8,35.3,0.0,0.0,0.0,0.88,0.8118,21.33,77.33,0.85,1.0,0,0.0,0.8633,0,0.0,0.9445,0.0,3.6254,0,0.9714085327413929,-0.014320000000000119,0.8118,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.625,0.0,0.0,10000.0,2.7964,10.0,8.5,0.7266,0.88,1.7511,0.0,0.83,-50.24,0.4059,5.1,165.8,0.6933,-20.16,20.8,0.0,0.88,40.19,0.5806899999999999,0.04478000000000004,0.0,0.03369,13,82.31,135.24,5.66,0.0,100.4
259,26,semi_pro,driver,0.0,0.0,28,0.9775,0.9514,1,1.0,0.86,0.825,5.484157218967921,1000000.0,1000000.0,2,0.4,3,1,1000000.0,0.0,0.0,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.1029,1.93,11.8,35.3,0.0,0.0,0.0,0.88,0.7534,18.11,73.73,0.85,1.0,0,0.0,0.8633,1,0.0,0.9445,0.0,4.0712,0,0.9714085327413929,-0.014320000000000119,0.452,-1.534000000000006,-0.2950000000000083,1.5907200000000064,1,0.5825242718446603,0.0,0.0,10000.0,2.4134,10.0,8.5,0.7266,0.88,1.6733,0.0,0.83,-82.2,0.3014,5.1,165.8,0.6933,-20.16,20.8,0.0,0.88,36.4,0.57979,0.04200999999999988,0.0,0.03368,13,83.15,129.98,12.91,0.1963,104.06
260,26,semi_pro,driver,0.0,0.0,28,0.9775,0.9514,1,1.0,0.86,0.8433,5.484157218967921,1000000.0,1000000.0,0,0.0,3,1,1000000.0,0.0,0.0,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.1029,1.93,11.8,35.3,0.0,0.0,0.0,0.88,0.7646,22.46,77.83,0.85,1.0,0,0.0,0.8633,0,0.0,0.9445,0.0,3.4653,0,0.9714085327413929,-0.014320000000000119,0.7646,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.6315789473684211,0.0,0.0,10000.0,1.9182,10.0,8.5,0.7266,0.88,0.9272,0.0,0.83,-116.54,0.3823,5.1,165.8,0.6933,-20.16,20.8,0.0,0.88,37.57,0.5936699999999999,0.05326999999999993,0.0,0.08509,13,81.25,137.59,4.86,0.0,92.24
261,27,semi_pro,driver,0.0,0.0,40,0.8875,0.9623,1,0.95,0.86,0.8238,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.0286,1.8,8.0,74.1,0.0,0.0,0.0,0.88,0.8462,16.58,78.3,0.85,1.0,0,0.0,1.3017,0,0.0,0.9044,0.0,4.7226,1,0.9276786546032224,-0.010980000000000071,0.677,2.2039999999999935,0.6769999999999928,22.23665,0,0.6060606060606061,0.0,0.0,10000.0,3.4318,10.0,11.1,0.8218,0.88,1.5033,0.0,0.83,-104.65,0.3808,22.75,86.3,0.76,1.47,22.8,0.0,0.88,32.25,0.5426099999999999,0.04200000000000015,0.0,0.08503,10,86.47,146.54,9.52,0.1675,103.65
262,27,semi_pro,driver,0.0,0.0,40,0.8875,0.9623,1,0.95,0.86,0.8391,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.0286,1.8,8.0,74.1,0.0,0.0,0.0,0.88,0.6923,20.1,61.43,0.85,1.0,0,0.0,1.3017,0,0.0,0.9044,0.0,3.0562,0,0.9276786546032224,-0.010980000000000071,0.6923,2.2039999999999935,0.6769999999999928,22.23665,0,0.6185567010309279,0.0,0.0,10000.0,2.0028,10.0,11.1,0.8218,0.88,0.9261,0.0,0.83,-73.78,0.3462,22.75,86.3,0.76,1.47,22.8,0.0,0.88,33.77,0.55171,0.03945999999999994,0.0,0.0339,10,81.79,136.83,4.25,0.0,100.04
263,27,semi_pro,driver,0.0,0.0,40,0.8875,0.9623,1,0.95,0.86,0.8683,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.0286,1.8,8.0,74.1,0.0,0.0,0.0,0.88,0.7172,19.5,63.95,0.85,1.0,0,0.0,1.3017,0,0.5961538461538461,0.9044,0.0,3.2795,0,0.9276786546032224,-0.010980000000000071,0.7172,2.2039999999999935,0.6769999999999928,22.23665,0,0.5769230769230769,0.0,0.0,10000.0,2.1054,10.0,11.1,0.8218,0.88,1.0827,0.05053,0.83,-142.02,0.3586,22.75,86.3,0.76,1.47,22.8,0.0,0.88,31.4,0.5495,0.04752000000000012,0.0,0.05053,10,79.21,131.09,6.96,0.0,94.22
264,27,semi_pro,driver,0.0,0.0,40,0.8875,0.9623,1,0.95,0.86,0.8511,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,1,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.0286,1.8,8.0,74.1,0.0,0.0,0.0,0.88,0.7798,20.32,74.43,0.85,1.0,0,0.0,1.3017,0,0.0,0.9044,0.0,3.6629,0,0.9276786546032224,-0.010980000000000071,0.6238,2.2039999999999935,0.6769999999999928,22.23665,0,0.5660377358490566,0.0,0.0,10000.0,2.0682,10.0,11.1,0.8218,0.88,1.1264,0.0,0.83,-89.44,0.3509,22.75,86.3,0.76,1.47,22.8,0.0,0.88,30.03,0.54744,0.04121999999999981,0.0,0.05091,10,82.06,136.35,6.29,0.0965,94.39
265,27,semi_pro,driver,0.0,0.0,40,0.8875,0.9623,1,0.95,0.86,0.9104,2.6121423364905763,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,1,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.0286,1.8,8.0,74.1,0.0,0.0,0.0,0.88,0.8277,22.79,64.87,0.85,1.0,0,0.0,1.3017,0,0.0,0.9044,0.0,2.8464,1,0.9276786546032224,-0.010980000000000071,0.4966,2.2039999999999935,0.6769999999999928,22.23665,0,0.5882352941176471,0.0,0.0,10000.0,1.8018,10.0,11.1,0.8218,0.88,0.8782,0.0,0.83,-62.5,0.3311,22.75,86.3,0.76,1.47,22.8,0.0,0.88,40.56,0.54694,0.03524000000000005,0.0,0.0679,10,87.89,145.43,11.4,0.3587,104.01
266,27,semi_pro,driver,0.0,0.0,40,0.8875,0.9623,1,0.95,0.86,0.7952,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.0286,1.8,8.0,74.1,0.0,0.0,0.0,0.88,0.6739,25.46,72.79,0.85,1.0,0,0.0,1.3017,0,0.0,0.9044,0.0,2.859,0,0.9276786546032224,-0.010980000000000071,0.6739,2.2039999999999935,0.6769999999999928,22.23665,0,0.625,0.0,0.0,10000.0,2.4815,10.0,11.1,0.8218,0.88,1.6419,0.0,0.83,-132.95,0.337,22.75,86.3,0.76,1.47,22.8,0.0,0.88,34.45,0.5498399999999999,0.06450999999999985,0.0,0.0,10,80.23,128.36,4.37,0.0,94.62
267,27,semi_pro,driver,0.0,0.0,40,0.8875,0.9623,1,0.95,0.86,0.815,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.0286,1.8,8.0,74.1,0.0,0.0,0.0,0.88,0.727,18.29,66.59,0.85,1.0,0,0.0,1.3017,1,0.0,0.9044,0.0,3.6408,0,0.9276786546032224,-0.010980000000000071,0.4362,2.2039999999999935,0.6769999999999928,22.23665,1,0.594059405940594,0.0,0.0,10000.0,3.4556,10.0,11.1,0.8218,0.88,1.2846,0.0,0.83,-55.74,0.2908,22.75,86.3,0.76,1.47,22.8,0.0,0.88,32.39,0.5524800000000001,0.040159999999999973,0.0,0.0,10,81.65,135.85,9.88,0.1259,100.0
268,27,semi_pro,driver,0.0,0.0,40,0.8875,0.9623,1,0.95,0.86,0.834,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.0286,1.8,8.0,74.1,0.0,0.0,0.0,0.88,0.8267,15.43,74.82,0.85,1.0,0,0.0,1.3017,0,0.0,0.9044,0.0,4.849,0,0.9276786546032224,-0.010980000000000071,0.6614,2.2039999999999935,0.6769999999999928,22.23665,1,0.5555555555555556,0.0,0.0,10000.0,2.5802,10.0,11.1,0.8218,0.88,1.9747,0.0,0.83,-94.28,0.372,22.75,86.3,0.76,1.47,22.8,0.0,0.88,35.68,0.5432499999999999,0.05060999999999993,0.0,0.05065,10,75.72,128.06,7.97,0.1983,91.67
269,27,semi_pro,driver,0.0,0.0,40,0.8875,0.9623,1,0.95,0.86,0.8382,5.484157218967921,1000000.0,1000000.0,2,0.4,0,1,1000000.0,0.0,0.0,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.0286,1.8,8.0,74.1,0.0,0.0,0.0,0.88,0.662,14.84,77.25,0.85,1.0,0,0.0,1.3017,0,0.0,0.9044,0.0,5.2055,1,0.9276786546032224,-0.010980000000000071,0.3972,2.2039999999999935,0.6769999999999928,22.23665,1,0.5825242718446603,0.0,0.0,10000.0,3.3574,10.0,11.1,0.8218,0.88,1.1966,0.0,0.83,-123.52,0.2648,22.75,86.3,0.76,1.47,22.8,0.0,0.88,36.31,0.55178,0.04422000000000004,0.0,0.03393,10,88.72,147.93,12.1,0.4048,102.54
270,27,semi_pro,driver,0.0,0.0,40,0.8875,0.9623,1,0.95,0.86,0.8431,1.1613078208903236,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.0286,1.8,8.0,74.1,0.0,0.0,0.0,0.88,0.6515,14.54,78.3,0.85,1.0,0,0.0,1.3017,0,0.0,0.9044,0.0,5.3851,0,0.9276786546032224,-0.010980000000000071,0.6515,2.2039999999999935,0.6769999999999928,22.23665,0,0.6593406593406593,0.0,0.0,10000.0,2.583,10.0,11.1,0.8218,0.88,1.5539,0.0,0.83,-67.0,0.3257,22.75,86.3,0.76,1.47,22.8,0.0,0.88,32.19,0.55032,0.038779999999999926,0.0,0.03387,10,80.08,133.7,9.69,0.0,96.91
271,28,semi_pro,driver,0.0,0.0,45,0.85,0.9316,1,0.95,0.86,0.8947,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,0,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.0057,1.76,16.2,43.7,0.0,0.0,0.0,0.88,0.6861,18.25,69.92,0.85,1.0,0,0.0,0.7975,0,0.0,0.9109,0.0,3.8312,0,0.9449385797495198,0.012399999999999953,0.5489,-2.5959999999999894,0.7009999999999963,7.965729999999988,1,0.5882352941176471,0.0,0.0,10000.0,2.6479,10.0,25.9,0.9772,0.88,1.5827,0.0,0.83,-85.11,0.3087,-12.87,223.2,0.6267,-13.7,18.8,0.0,0.88,33.34,0.5343399999999999,0.03526000000000007,0.0,0.05061,12,79.56,131.22,10.49,0.2041,95.58
272,28,semi_pro,driver,0.0,0.0,45,0.85,0.9316,1,0.95,0.86,0.7942,5.484157218967921,1000000.0,1000000.0,1,0.2,0,1,1000000.0,0.0,0.0,1,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.0057,1.76,16.2,43.7,0.0,0.0,0.0,0.88,0.841,20.09,66.53,0.85,1.0,0,0.0,0.7975,0,0.0,0.9109,0.0,3.3116,0,0.9449385797495198,0.012399999999999953,0.6728,-2.5959999999999894,0.7009999999999963,7.965729999999988,0,0.5504587155963303,0.0,0.0,10000.0,3.5297,10.0,25.9,0.9772,0.88,1.4625,0.0,0.83,-108.58,0.3785,-12.87,223.2,0.6267,-13.7,18.8,0.0,0.88,38.94,0.5459599999999999,0.047780000000000045,0.0,0.08454,12,83.84,138.23,8.19,0.0671,102.06
273,28,semi_pro,driver,0.0,0.0,45,0.85,0.9316,1,0.95,0.86,0.8205,5.484157218967921,1000000.0,1000000.0,0,0.0,0,1,1000000.0,0.0,0.0,0,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.0057,1.76,16.2,43.7,0.0,0.0,0.0,0.88,0.7419,20.4,69.8,0.85,1.0,0,0.0,0.7975,0,0.0,0.9109,0.0,3.4216,0,0.9449385797495198,0.012399999999999953,0.7419,-2.5959999999999894,0.7009999999999963,7.965729999999988,0,0.6451612903225806,0.0,0.0,10000.0,2.514,10.0,25.9,0.9772,0.88,1.8394,0.0,0.83,-140.38,0.371,-12.87,223.2,0.6267,-13.7,18.8,0.0,0.88,36.98,0.53319,0.03981999999999997,0.0,0.0337,12,78.8,130.34,5.81,0.0,92.28
