swing_id,golfer_id,skill_level,club_type,age_capability_factor,career_stage,circadian_factor,club_path_confidence,club_path_consistency,club_speed_at_impact,compensation_severity,course_type_encoded,dominant_hand_encoded,early_cast_flag,early_extension_flag,elevation_m,env_difficulty_index,experience_engrainment,fitness_capability,fitness_level,gender_encoded,green_speed_stimp,height_m,hour_of_day,humidity_pct,kinematic_sequence_confidence,kinematic_sequence_score,lag_angle_impact,lag_angle_mid_downswing,lag_confidence,links_course_flag,normalized_distance_factor,over_top_flag,physical_profile_score,release_efficiency,reverse_pivot_flag,seq_consistency,seq_trend,session_fatigue,speed_trend,speed_variance_recent,sway_flag,swing_dominant_frequency,swing_tempo_ratio,temperature_c,temperature_efficiency,tempo_confidence,tempo_sequence_alignment,time_to_peak_speed,weight_transfer_confidence,weight_transfer_timing_ms,weighted_quality_score,wind_crosswind_component,wind_direction_deg,wind_headwind_component,wind_speed_mph,xfactor_confidence,xfactor_degrees,xfactor_max_ts,xfactor_rate_of_change,xfactor_timing,years_experience,ball_speed_mph,carry_distance_yards,offline_yards,injury_risk_score,clubhead_speed_mph
243,25,semi_pro,driver,0.9325,2,0.95,0.86,0.8363,5.484157218967921,0.2,0,1,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.91,18.0,80.9,0.88,0.8463,19.07,66.77,0.85,0,1.082,0,0.9825,3.5013,1,0.9678336666683938,0.0015299999999998,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.6382978723404256,2.2522,21.9,1.0,0.88,1.5275,0.0,0.83,-145.3,0.3808,-0.61,350.5,3.65,3.7,0.88,31.85,0.5735000000000001,0.0423899999999999,0.0,15,84.59,140.46,5.98,0.1566,102.83
244,25,semi_pro,driver,0.9325,2,0.95,0.86,0.7936,1.257428353451962,0.4,0,1,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.91,18.0,80.9,0.88,0.8189,21.42,63.71,0.85,0,1.082,1,0.9825,2.9743,0,0.9678336666683938,0.0015299999999998,0.1839999999999833,2.654999999999992,32.24387000000003,1,0.6185567010309279,3.384,21.9,1.0,0.88,1.4709,0.0,0.83,-90.09,0.3276,-0.61,350.5,3.65,3.7,0.88,31.44,0.58592,0.0396100000000001,0.05079,15,83.78,145.08,12.52,0.1791,104.13
245,25,semi_pro,driver,0.9325,2,0.95,0.86,0.871,5.484157218967921,0.0,0,1,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.91,18.0,80.9,0.88,0.7192,21.91,70.63,0.85,0,1.082,0,0.9825,3.2236,0,0.9678336666683938,0.0015299999999998,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.594059405940594,2.9761,21.9,1.0,0.88,1.45,0.0,0.83,-111.01,0.3596,-0.61,350.5,3.65,3.7,0.88,42.2,0.58554,0.0515299999999998,0.0,15,83.38,136.83,8.4,0.0,101.67
246,25,semi_pro,driver,0.9325,2,0.95,0.86,0.8368,5.484157218967921,0.2,0,1,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.91,18.0,80.9,0.88,0.7473,24.61,60.33,0.85,0,1.082,0,0.9825,2.4514,0,0.9678336666683938,0.0015299999999998,0.1839999999999833,2.654999999999992,32.24387000000003,1,0.5555555555555556,2.6232,21.9,1.0,0.88,1.7453,0.0,0.83,-145.56,0.3363,-0.61,350.5,3.65,3.7,0.88,43.41,0.5822799999999999,0.05339,0.06773,15,76.44,128.8,7.16,0.1416,92.21
247,25,semi_pro,driver,0.9325,2,0.95,0.86,0.8453,5.484157218967921,0.2,0,1,0,1,70.1,0.0408,0.75,1.04,8,1,8.51,1.91,18.0,80.9,0.88,0.7426,14.69,67.04,0.85,0,1.082,0,0.9825,4.5636,0,0.9678336666683938,0.0015299999999998,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.5714285714285714,2.6756,21.9,1.0,0.88,1.6901,0.0,0.83,-96.79,0.3342,-0.61,350.5,3.65,3.7,0.88,33.43,0.5794699999999999,0.04672,0.0,15,82.72,138.71,9.13,0.1402,97.96
248,25,semi_pro,driver,0.9325,2,0.95,0.86,0.7983,5.484157218967921,0.0,0,1,0,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.91,18.0,80.9,0.88,0.7272,24.84,73.66,0.85,0,1.082,0,0.9825,2.9654,0,0.9678336666683938,0.0015299999999998,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.5714285714285714,2.7495,21.9,1.0,0.88,1.6002,0.0,0.83,-74.16,0.3636,-0.61,350.5,3.65,3.7,0.88,43.1,0.5893999999999999,0.0587199999999998,0.03371,15,90.39,151.62,7.62,0.0,104.86
249,25,semi_pro,driver,0.9325,2,0.95,0.86,0.7936,5.484157218967921,0.4,0,1,1,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.91,18.0,80.9,0.88,0.6919,16.75,71.81,0.85,0,1.082,0,0.9825,4.2872,0,0.9678336666683938,0.0015299999999998,0.1839999999999833,2.654999999999992,32.24387000000003,1,0.5825242718446603,2.1259,21.9,1.0,0.88,1.0705,0.0,0.83,-134.98,0.2768,-0.61,350.5,3.65,3.7,0.88,36.87,0.5783399999999999,0.0356,0.05077,15,89.43,145.77,12.53,0.2382,104.9
250,25,semi_pro,driver,0.9325,2,0.95,0.86,0.8963,1.678936882886019,0.2,0,1,1,0,70.1,0.0408,0.75,1.04,8,1,8.51,1.91,18.0,80.9,0.88,0.7803,25.05,69.77,0.85,0,1.082,0,0.9825,2.7852,0,0.9678336666683938,0.0015299999999998,0.1839999999999833,2.654999999999992,32.24387000000003,0,0.5660377358490566,2.8142,21.9,1.0,0.88,1.6709,0.0,0.83,-96.43,0.3511,-0.61,350.5,3.65,3.7,0.88,30.54,0.57755,0.0475699999999998,0.0509,15,86.36,148.28,7.37,0.1054,103.95
251,26,semi_pro,driver,0.9775,1,1.0,0.86,0.8653,5.484157218967921,0.2,3,1,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.93,11.8,35.3,0.88,0.688,25.96,65.85,0.85,0,0.8633,1,0.9445,2.5366,0,0.9714085327413928,-0.0143200000000001,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.5555555555555556,2.1604,8.5,0.7266,0.88,1.1096,0.0,0.83,-125.69,0.3096,5.1,165.8,-20.16,20.8,0.88,32.36,0.58169,0.03803,0.03369,13,84.7,141.1,10.77,0.0,100.72
252,26,semi_pro,driver,0.9775,1,1.0,0.86,0.8949,5.484157218967921,0.0,3,1,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.93,11.8,35.3,0.88,0.8382,19.82,63.69,0.85,0,0.8633,0,0.9445,3.2134,0,0.9714085327413928,-0.0143200000000001,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.5825242718446603,2.3966,8.5,0.7266,0.88,1.8206,0.0,0.83,-79.15,0.4191,5.1,165.8,-20.16,20.8,0.88,42.04,0.58317,0.0351799999999999,0.05088,13,81.7,139.71,3.5,0.0,96.21
253,26,semi_pro,driver,0.9775,1,1.0,0.86,0.8073,5.484157218967921,0.4,3,1,0,1,418.0,0.291,0.65,0.934,5,1,10.39,1.93,11.8,35.3,0.88,0.8031,16.92,76.38,0.85,0,0.8633,0,0.9445,4.5142,0,0.9714085327413928,-0.0143200000000001,-1.534000000000006,-0.2950000000000083,1.5907200000000064,1,0.6185567010309279,2.5293,8.5,0.7266,0.88,1.9735,0.0,0.83,-118.81,0.3212,5.1,165.8,-20.16,20.8,0.88,36.74,0.5923499999999999,0.0463799999999998,0.03395,13,86.58,145.47,10.99,0.3956,102.93
254,26,semi_pro,driver,0.9775,1,1.0,0.86,0.8373,1.4164314322710383,0.0,3,1,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.93,11.8,35.3,0.88,0.7698,19.2,76.95,0.85,0,0.8633,0,0.9445,4.0078,0,0.9714085327413928,-0.0143200000000001,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.5882352941176471,2.0868,8.5,0.7266,0.88,1.1367,0.0,0.83,-95.76,0.3849,5.1,165.8,-20.16,20.8,0.88,36.29,0.58663,0.0629900000000001,0.08436,13,77.43,126.14,7.06,0.0,93.92
255,26,semi_pro,driver,0.9775,1,1.0,0.86,0.7989,5.484157218967921,0.0,3,1,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.93,11.8,35.3,0.88,0.8362,17.21,78.33,0.85,0,0.8633,0,0.9445,4.5514,0,0.9714085327413928,-0.0143200000000001,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.6122448979591837,3.1501,8.5,0.7266,0.88,1.5963,0.0,0.83,-55.65,0.4181,5.1,165.8,-20.16,20.8,0.88,30.51,0.5827100000000001,0.0365599999999999,0.0339,13,73.36,123.39,3.77,0.0,90.54
256,26,semi_pro,driver,0.9775,1,1.0,0.86,0.801,5.484157218967921,0.0,3,1,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.93,11.8,35.3,0.88,0.819,16.44,72.94,0.85,0,0.8633,0,0.9445,4.4367,0,0.9714085327413928,-0.0143200000000001,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.6741573033707865,2.5541,8.5,0.7266,0.88,1.9844,0.0,0.83,-127.63,0.4095,5.1,165.8,-20.16,20.8,0.88,37.81,0.5864799999999999,0.0310300000000001,0.03408,13,83.87,136.6,6.97,0.0,102.21
257,26,semi_pro,driver,0.9775,1,1.0,0.86,0.7986,5.484157218967921,0.2,3,1,1,0,418.0,0.291,0.65,0.934,5,1,10.39,1.93,11.8,35.3,0.88,0.7878,25.5,67.51,0.85,0,0.8633,0,0.9445,2.6475,0,0.9714085327413928,-0.0143200000000001,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.6,2.1757,8.5,0.7266,0.88,1.2943,0.0,0.83,-53.54,0.3545,5.1,165.8,-20.16,20.8,0.88,37.2,0.58731,0.0377899999999999,0.03382,13,80.86,136.92,7.76,0.0842,96.44
258,26,semi_pro,driver,0.9775,1,1.0,0.86,0.8515,5.484157218967921,0.0,3,1,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.93,11.8,35.3,0.88,0.8118,21.33,77.33,0.85,0,0.8633,0,0.9445,3.6254,0,0.9714085327413928,-0.0143200000000001,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.625,2.7964,8.5,0.7266,0.88,1.7511,0.0,0.83,-50.24,0.4059,5.1,165.8,-20.16,20.8,0.88,40.19,0.5806899999999999,0.04478,0.03369,13,82.31,135.24,5.66,0.0,100.4
259,26,semi_pro,driver,0.9775,1,1.0,0.86,0.825,5.484157218967921,0.4,3,1,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.93,11.8,35.3,0.88,0.7534,18.11,73.73,0.85,0,0.8633,1,0.9445,4.0712,0,0.9714085327413928,-0.0143200000000001,-1.534000000000006,-0.2950000000000083,1.5907200000000064,1,0.5825242718446603,2.4134,8.5,0.7266,0.88,1.6733,0.0,0.83,-82.2,0.3014,5.1,165.8,-20.16,20.8,0.88,36.4,0.57979,0.0420099999999998,0.03368,13,83.15,129.98,12.91,0.1963,104.06
260,26,semi_pro,driver,0.9775,1,1.0,0.86,0.8433,5.484157218967921,0.0,3,1,0,0,418.0,0.291,0.65,0.934,5,1,10.39,1.93,11.8,35.3,0.88,0.7646,22.46,77.83,0.85,0,0.8633,0,0.9445,3.4653,0,0.9714085327413928,-0.0143200000000001,-1.534000000000006,-0.2950000000000083,1.5907200000000064,0,0.6315789473684211,1.9182,8.5,0.7266,0.88,0.9272,0.0,0.83,-116.54,0.3823,5.1,165.8,-20.16,20.8,0.88,37.57,0.5936699999999999,0.0532699999999999,0.08509,13,81.25,137.59,4.86,0.0,92.24
261,27,semi_pro,driver,0.8875,1,0.95,0.86,0.8238,5.484157218967921,0.2,0,1,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.8,8.0,74.1,0.88,0.8462,16.58,78.3,0.85,0,1.3017,0,0.9044,4.7226,1,0.9276786546032224,-0.01098,2.203999999999993,0.6769999999999928,22.23665,0,0.6060606060606061,3.4318,11.1,0.8218,0.88,1.5033,0.0,0.83,-104.65,0.3808,22.75,86.3,1.47,22.8,0.88,32.25,0.5426099999999999,0.0420000000000001,0.08503,10,86.47,146.54,9.52,0.1675,103.65
262,27,semi_pro,driver,0.8875,1,0.95,0.86,0.8391,5.484157218967921,0.0,0,1,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.8,8.0,74.1,0.88,0.6923,20.1,61.43,0.85,0,1.3017,0,0.9044,3.0562,0,0.9276786546032224,-0.01098,2.203999999999993,0.6769999999999928,22.23665,0,0.6185567010309279,2.0028,11.1,0.8218,0.88,0.9261,0.0,0.83,-73.78,0.3462,22.75,86.3,1.47,22.8,0.88,33.77,0.55171,0.0394599999999999,0.0339,10,81.79,136.83,4.25,0.0,100.04
263,27,semi_pro,driver,0.8875,1,0.95,0.86,0.8683,5.484157218967921,0.0,0,1,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.8,8.0,74.1,0.88,0.7172,19.5,63.95,0.85,0,1.3017,0,0.9044,3.2795,0,0.9276786546032224,-0.01098,2.203999999999993,0.6769999999999928,22.23665,0,0.5769230769230769,2.1054,11.1,0.8218,0.88,1.0827,0.05053,0.83,-142.02,0.3586,22.75,86.3,1.47,22.8,0.88,31.4,0.5495,0.0475200000000001,0.05053,10,79.21,131.09,6.96,0.0,94.22
264,27,semi_pro,driver,0.8875,1,0.95,0.86,0.8511,5.484157218967921,0.2,0,1,1,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.8,8.0,74.1,0.88,0.7798,20.32,74.43,0.85,0,1.3017,0,0.9044,3.6629,0,0.9276786546032224,-0.01098,2.203999999999993,0.6769999999999928,22.23665,0,0.5660377358490566,2.0682,11.1,0.8218,0.88,1.1264,0.0,0.83,-89.44,0.3509,22.75,86.3,1.47,22.8,0.88,30.03,0.54744,0.0412199999999998,0.05091,10,82.06,136.35,6.29,0.0965,94.39
265,27,semi_pro,driver,0.8875,1,0.95,0.86,0.9104,2.6121423364905763,0.4,0,1,1,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.8,8.0,74.1,0.88,0.8277,22.79,64.87,0.85,0,1.3017,0,0.9044,2.8464,1,0.9276786546032224,-0.01098,2.203999999999993,0.6769999999999928,22.23665,0,0.5882352941176471,1.8018,11.1,0.8218,0.88,0.8782,0.0,0.83,-62.5,0.3311,22.75,86.3,1.47,22.8,0.88,40.56,0.54694,0.03524,0.0679,10,87.89,145.43,11.4,0.3587,104.01
266,27,semi_pro,driver,0.8875,1,0.95,0.86,0.7952,5.484157218967921,0.0,0,1,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.8,8.0,74.1,0.88,0.6739,25.46,72.79,0.85,0,1.3017,0,0.9044,2.859,0,0.9276786546032224,-0.01098,2.203999999999993,0.6769999999999928,22.23665,0,0.625,2.4815,11.1,0.8218,0.88,1.6419,0.0,0.83,-132.95,0.337,22.75,86.3,1.47,22.8,0.88,34.45,0.5498399999999999,0.0645099999999998,0.0,10,80.23,128.36,4.37,0.0,94.62
267,27,semi_pro,driver,0.8875,1,0.95,0.86,0.815,5.484157218967921,0.4,0,1,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.8,8.0,74.1,0.88,0.727,18.29,66.59,0.85,0,1.3017,1,0.9044,3.6408,0,0.9276786546032224,-0.01098,2.203999999999993,0.6769999999999928,22.23665,1,0.594059405940594,3.4556,11.1,0.8218,0.88,1.2846,0.0,0.83,-55.74,0.2908,22.75,86.3,1.47,22.8,0.88,32.39,0.5524800000000001,0.0401599999999999,0.0,10,81.65,135.85,9.88,0.1259,100.0
268,27,semi_pro,driver,0.8875,1,0.95,0.86,0.834,5.484157218967921,0.2,0,1,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.8,8.0,74.1,0.88,0.8267,15.43,74.82,0.85,0,1.3017,0,0.9044,4.849,0,0.9276786546032224,-0.01098,2.203999999999993,0.6769999999999928,22.23665,1,0.5555555555555556,2.5802,11.1,0.8218,0.88,1.9747,0.0,0.83,-94.28,0.372,22.75,86.3,1.47,22.8,0.88,35.68,0.5432499999999999,0.0506099999999999,0.05065,10,75.72,128.06,7.97,0.1983,91.67
269,27,semi_pro,driver,0.8875,1,0.95,0.86,0.8382,5.484157218967921,0.4,0,1,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.8,8.0,74.1,0.88,0.662,14.84,77.25,0.85,0,1.3017,0,0.9044,5.2055,1,0.9276786546032224,-0.01098,2.203999999999993,0.6769999999999928,22.23665,1,0.5825242718446603,3.3574,11.1,0.8218,0.88,1.1966,0.0,0.83,-123.52,0.2648,22.75,86.3,1.47,22.8,0.88,36.31,0.55178,0.04422,0.03393,10,88.72,147.93,12.1,0.4048,102.54
270,27,semi_pro,driver,0.8875,1,0.95,0.86,0.8431,1.1613078208903236,0.0,0,1,0,0,322.8,0.2922,0.5,1.001,6,1,9.5,1.8,8.0,74.1,0.88,0.6515,14.54,78.3,0.85,0,1.3017,0,0.9044,5.3851,0,0.9276786546032224,-0.01098,2.203999999999993,0.6769999999999928,22.23665,0,0.6593406593406593,2.583,11.1,0.8218,0.88,1.5539,0.0,0.83,-67.0,0.3257,22.75,86.3,1.47,22.8,0.88,32.19,0.55032,0.0387799999999999,0.03387,10,80.08,133.7,9.69,0.0,96.91
271,28,semi_pro,driver,0.85,1,0.95,0.86,0.8947,5.484157218967921,0.2,0,1,0,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.76,16.2,43.7,0.88,0.6861,18.25,69.92,0.85,0,0.7975,0,0.9109,3.8312,0,0.9449385797495198,0.0123999999999999,-2.595999999999989,0.7009999999999963,7.965729999999988,1,0.5882352941176471,2.6479,25.9,0.9772,0.88,1.5827,0.0,0.83,-85.11,0.3087,-12.87,223.2,-13.7,18.8,0.88,33.34,0.5343399999999999,0.03526,0.05061,12,79.56,131.22,10.49,0.2041,95.58
272,28,semi_pro,driver,0.85,1,0.95,0.86,0.7942,5.484157218967921,0.2,0,1,1,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.76,16.2,43.7,0.88,0.841,20.09,66.53,0.85,0,0.7975,0,0.9109,3.3116,0,0.9449385797495198,0.0123999999999999,-2.595999999999989,0.7009999999999963,7.965729999999988,0,0.5504587155963303,3.5297,25.9,0.9772,0.88,1.4625,0.0,0.83,-108.58,0.3785,-12.87,223.2,-13.7,18.8,0.88,38.94,0.5459599999999999,0.04778,0.08454,12,83.84,138.23,8.19,0.0671,102.06
273,28,semi_pro,driver,0.85,1,0.95,0.86,0.8205,5.484157218967921,0.0,0,1,0,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.76,16.2,43.7,0.88,0.7419,20.4,69.8,0.85,0,0.7975,0,0.9109,3.4216,0,0.9449385797495198,0.0123999999999999,-2.595999999999989,0.7009999999999963,7.965729999999988,0,0.6451612903225806,2.514,25.9,0.9772,0.88,1.8394,0.0,0.83,-140.38,0.371,-12.87,223.2,-13.7,18.8,0.88,36.98,0.53319,0.0398199999999999,0.0337,12,78.8,130.34,5.81,0.0,92.28
274,28,semi_pro,driver,0.85,1,0.95,0.86,0.8116,5.484157218967921,0.4,0,1,1,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.76,16.2,43.7,0.88,0.7172,17.05,60.65,0.85,0,0.7975,0,0.9109,3.5572,1,0.9449385797495198,0.0123999999999999,-2.595999999999989,0.7009999999999963,7.965729999999988,0,0.594059405940594,2.0544,25.9,0.9772,0.88,1.0192,0.0,0.83,-135.83,0.2869,-12.87,223.2,-13.7,18.8,0.88,43.44,0.5361400000000001,0.03759,0.06774,12,83.96,138.26,14.69,0.3385,100.92
275,28,semi_pro,driver,0.85,1,0.95,0.86,0.8552,5.484157218967921,0.2,0,1,0,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.76,16.2,43.7,0.88,0.7147,16.67,66.31,0.85,0,0.7975,0,0.9109,3.9778,1,0.9449385797495198,0.0123999999999999,-2.595999999999989,0.7009999999999963,7.965729999999988,0,0.5714285714285714,3.0842,25.9,0.9772,0.88,1.3914,0.0,0.83,-71.73,0.3216,-12.87,223.2,-13.7,18.8,0.88,34.42,0.5405500000000001,0.0376199999999999,0.03374,12,83.23,134.28,9.14,0.2196,103.67
276,28,semi_pro,driver,0.85,1,0.95,0.86,0.8107,5.484157218967921,0.2,0,1,0,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.76,16.2,43.7,0.88,0.752,25.77,75.48,0.85,0,0.7975,0,0.9109,2.929,0,0.9449385797495198,0.0123999999999999,-2.595999999999989,0.7009999999999963,7.965729999999988,1,0.5769230769230769,2.4388,25.9,0.9772,0.88,1.7282,0.0,0.83,-88.09,0.3384,-12.87,223.2,-13.7,18.8,0.88,43.51,0.52937,0.0354999999999999,0.0169,12,86.07,147.12,8.97,0.1513,103.21
277,28,semi_pro,driver,0.85,1,0.95,0.86,0.8754,5.484157218967921,0.4,0,1,1,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.76,16.2,43.7,0.88,0.666,19.73,68.42,0.85,0,0.7975,0,0.9109,3.4678,0,0.9449385797495198,0.0123999999999999,-2.595999999999989,0.7009999999999963,7.965729999999988,1,0.6382978723404256,2.2594,25.9,0.9772,0.88,1.2129,0.0,0.83,-115.82,0.2664,-12.87,223.2,-13.7,18.8,0.88,39.46,0.5433500000000001,0.0479600000000002,0.0338,12,79.97,136.78,13.57,0.307,93.68
278,28,semi_pro,driver,0.85,1,0.95,0.86,0.8164,1.507002902551124,0.2,0,1,0,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.76,16.2,43.7,0.88,0.7272,20.75,68.11,0.85,0,0.7975,0,0.9109,3.2824,0,0.9449385797495198,0.0123999999999999,-2.595999999999989,0.7009999999999963,7.965729999999988,1,0.594059405940594,2.1979,25.9,0.9772,0.88,1.2275,0.0,0.83,-73.16,0.3272,-12.87,223.2,-13.7,18.8,0.88,36.68,0.53466,0.03844,0.01693,12,84.67,137.53,8.59,0.2283,101.86
279,28,semi_pro,driver,0.85,1,0.95,0.86,0.8207,5.484157218967921,0.0,0,1,0,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.76,16.2,43.7,0.88,0.8196,17.5,69.22,0.85,0,0.7975,0,0.9109,3.9554,0,0.9449385797495198,0.0123999999999999,-2.595999999999989,0.7009999999999963,7.965729999999988,0,0.6122448979591837,2.8352,25.9,0.9772,0.88,1.7404,0.0,0.83,-107.67,0.4098,-12.87,223.2,-13.7,18.8,0.88,39.08,0.53498,0.04778,0.03373,12,84.2,138.35,6.65,0.0,97.86
280,28,semi_pro,driver,0.85,1,0.95,0.86,0.8655,5.484157218967921,0.4,0,1,1,0,593.6,0.2091,0.6,1.02,7,1,10.23,1.76,16.2,43.7,0.88,0.7372,23.08,68.96,0.85,0,0.7975,1,0.9109,2.9879,0,0.9449385797495198,0.0123999999999999,-2.595999999999989,0.7009999999999963,7.965729999999988,0,0.6185567010309279,2.4941,25.9,0.9772,0.88,1.8279,0.0,0.83,-71.82,0.2949,-12.87,223.2,-13.7,18.8,0.88,39.09,0.5350100000000001,0.04468,0.05095,12,87.46,147.44,15.89,0.1179,99.65
281,29,semi_pro,driver,0.8725,2,0.95,0.86,0.8682,5.484157218967921,0.0,0,1,0,0,50.1,0.2281,0.75,1.02,7,1,9.99,1.74,16.8,38.9,0.88,0.738,23.74,66.86,0.85,0,0.738,0,0.9362,2.8163,0,0.9712762815777622,0.0056299999999999,0.1599999999999966,-0.4690000000000142,10.288330000000006,0,0.6060606060606061,3.3405,17.6,0.971,0.88,1.3395,0.0,0.83,-118.59,0.369,-16.78,229.4,-14.38,22.1,0.88,35.39,0.52929,0.04114,0.06748,15,84.23,143.7,6.68,0.0,96.99
282,29,semi_pro,driver,0.8725,2,0.95,0.86,0.8775,0.7251909835922398,0.0,0,1,0,0,50.1,0.2281,0.75,1.02,7,1,9.99,1.74,16.8,38.9,0.88,0.693,18.52,76.35,0.85,0,0.738,0,0.9362,4.1226,0,0.9712762815777622,0.0056299999999999,0.1599999999999966,-0.4690000000000142,10.288330000000006,0,0.5607476635514019,2.8383,17.6,0.971,0.88,1.4697,0.0,0.83,-76.84,0.3465,-16.78,229.4,-14.38,22.1,0.88,35.15,0.53989,0.0591699999999999,0.0,15,82.41,135.38,6.72,0.0,96.71
283,29,semi_pro,driver,0.8725,2,0.95,0.86,0.8281,5.484157218967921,0.0,0,1,0,0,50.1,0.2281,0.75,1.02,7,1,9.99,1.74,16.8,38.9,0.88,0.7742,16.06,71.88,0.85,0,0.738,0,0.9362,4.4757,0,0.9712762815777622,0.0056299999999999,0.1599999999999966,-0.4690000000000142,10.288330000000006,0,0.6185567010309279,2.7205,17.6,0.971,0.88,1.7257,0.0,0.83,-135.17,0.3871,-16.78,229.4,-14.38,22.1,0.88,32.98,0.5306700000000001,0.0410100000000001,0.01693,15,79.61,137.78,6.01,0.0,93.0
284,29,semi_pro,driver,0.8725,2,0.95,0.86,0.8701,1.802452865453055,0.2,0,1,0,1,50.1,0.2281,0.75,1.02,7,1,9.99,1.74,16.8,38.9,0.88,0.7455,19.28,75.03,0.85,0,0.738,0,0.9362,3.8916,0,0.9712762815777622,0.0056299999999999,0.1599999999999966,-0.4690000000000142,10.288330000000006,0,0.6315789473684211,1.919,17.6,0.971,0.88,0.9049,0.0,0.83,-95.7,0.3355,-16.78,229.4,-14.38,22.1,0.88,41.59,0.52989,0.0403899999999999,0.0,15,76.45,132.8,7.0,0.1603,92.64
285,29,semi_pro,driver,0.8725,2,0.95,0.86,0.8866,5.484157218967921,0.2,0,1,0,1,50.1,0.2281,0.75,1.02,7,1,9.99,1.74,16.8,38.9,0.88,0.8273,15.68,66.92,0.85,0,0.738,0,0.9362,4.2679,0,0.9712762815777622,0.0056299999999999,0.1599999999999966,-0.4690000000000142,10.288330000000006,0,0.6315789473684211,2.6745,17.6,0.971,0.88,1.8839,0.0,0.83,-118.55,0.3723,-16.78,229.4,-14.38,22.1,0.88,38.77,0.5312600000000001,0.04136,0.05056,15,80.13,131.14,5.75,0.1892,99.28
286,29,semi_pro,driver,0.8725,2,0.95,0.86,0.8097,5.484157218967921,0.0,0,1,0,0,50.1,0.2281,0.75,1.02,7,1,9.99,1.74,16.8,38.9,0.88,0.751,21.36,77.54,0.85,0,0.738,0,0.9362,3.6301,0,0.9712762815777622,0.0056299999999999,0.1599999999999966,-0.4690000000000142,10.288330000000006,0,0.5607476635514019,2.4182,17.6,0.971,0.88,1.6787,0.0,0.83,-63.77,0.3755,-16.78,229.4,-14.38,22.1,0.88,35.51,0.53235,0.0576,0.05056,15,82.55,140.41,6.7,0.0,99.8
287,29,semi_pro,driver,0.8725,2,0.95,0.86,0.833,5.484157218967921,0.0,0,1,0,0,50.1,0.2281,0.75,1.02,7,1,9.99,1.74,16.8,38.9,0.88,0.7257,19.5,76.59,0.85,0,0.738,0,0.9362,3.9277,0,0.9712762815777622,0.0056299999999999,0.1599999999999966,-0.4690000000000142,10.288330000000006,0,0.6451612903225806,2.4708,17.6,0.971,0.88,1.7422,0.0,0.83,-134.56,0.3629,-16.78,229.4,-14.38,22.1,0.88,41.74,0.5315799999999999,0.0586399999999999,0.05082,15,76.64,128.66,5.74,0.0,90.28
288,29,semi_pro,driver,0.8725,2,0.95,0.86,0.8672,5.484157218967921,0.2,0,1,1,0,50.1,0.2281,0.75,1.02,7,1,9.99,1.74,16.8,38.9,0.88,0.7892,20.25,75.56,0.85,0,0.738,0,0.9362,3.7314,0,0.9712762815777622,0.0056299999999999,0.1599999999999966,-0.4690000000000142,10.288330000000006,0,0.5660377358490566,2.3539,17.6,0.971,0.88,1.6209,0.0,0.83,-134.41,0.3551,-16.78,229.4,-14.38,22.1,0.88,43.85,0.5262000000000001,0.03952,0.01685,15,84.73,145.1,11.27,0.1349,100.92
