swing_id,golfer_id,skill_level,age,years_experience,gender,height_m,fitness_level,dominant_hand,temperature_c,wind_speed_mph,wind_direction_deg,humidity_pct,elevation_m,hour_of_day,course_type,green_speed_stimp,club_type,kinematic_sequence_score,kinematic_sequence_confidence,lag_angle_mid_downswing,lag_angle_impact,lag_confidence,xfactor_degrees,xfactor_confidence,weight_transfer_timing_ms,weight_transfer_confidence,club_path_consistency,club_path_confidence,swing_tempo_ratio,tempo_confidence,early_cast_flag,reverse_pivot_flag,sway_flag,early_extension_flag,over_top_flag,clubhead_speed_mph,ball_speed_mph,carry_distance_yards,offline_yards,injury_risk_score,compensation_count,compensation_severity
182,19,semi_pro,45,12,M,1.93,6,right,21.7,16.3,187.8,37.4,67.5,13.9,parkland,11.14,driver,0.8092,0.88,63.91,17.95,0.85,35.73,0.88,-133.31,0.83,0.8041,0.86,1.9807,0.88,0,0,1,1,0,104.61,88.22,148.52,10.41,0.3457,2,0.4
183,19,semi_pro,45,12,M,1.93,6,right,21.7,16.3,187.8,37.4,67.5,13.9,parkland,11.14,driver,0.774,0.88,65.57,22.78,0.85,41.9,0.88,-59.18,0.83,0.7938,0.86,2.4868,0.88,0,0,0,1,0,99.58,84.16,142.08,5.62,0.2142,1,0.2
184,19,semi_pro,45,12,M,1.93,6,right,21.7,16.3,187.8,37.4,67.5,13.9,parkland,11.14,driver,0.7741,0.88,63.04,24.36,0.85,34.77,0.88,-93.98,0.83,0.8107,0.86,2.1641,0.88,0,0,0,0,0,100.38,84.77,144.07,5.89,0.0,0,0.0
185,19,semi_pro,45,12,M,1.93,6,right,21.7,16.3,187.8,37.4,67.5,13.9,parkland,11.14,driver,0.6828,0.88,71.24,14.07,0.85,34.21,0.88,-67.82,0.83,0.8685,0.86,2.6703,0.88,1,1,0,0,0,103.85,88.04,147.06,11.04,0.3717,2,0.4
186,19,semi_pro,45,12,M,1.93,6,right,21.7,16.3,187.8,37.4,67.5,13.9,parkland,11.14,driver,0.705,0.88,61.54,21.97,0.85,35.88,0.88,-64.27,0.83,0.8371,0.86,2.6526,0.88,1,1,0,0,1,93.61,78.45,132.31,13.5,0.3166,3,0.6
187,19,semi_pro,45,12,M,1.93,6,right,21.7,16.3,187.8,37.4,67.5,13.9,parkland,11.14,driver,0.81,0.88,62.91,18.4,0.85,37.58,0.88,-137.1,0.83,0.803,0.86,2.0302,0.88,0,1,0,0,0,100.09,83.94,136.23,7.38,0.2207,1,0.2
188,19,semi_pro,45,12,M,1.93,6,right,21.7,16.3,187.8,37.4,67.5,13.9,parkland,11.14,driver,0.8112,0.88,63.16,25.29,0.85,30.24,0.88,-53.32,0.83,0.9139,0.86,2.7937,0.88,1,0,0,0,0,101.17,82.9,139.17,6.07,0.1207,1,0.2
189,19,semi_pro,45,12,M,1.93,6,right,21.7,16.3,187.8,37.4,67.5,13.9,parkland,11.14,driver,0.8366,0.88,67.76,22.19,0.85,34.97,0.88,-137.71,0.83,0.7825,0.86,2.7278,0.88,1,0,0,0,0,102.88,86.96,139.06,9.41,0.1349,1,0.2
190,19,semi_pro,45,12,M,1.93,6,right,21.7,16.3,187.8,37.4,67.5,13.9,parkland,11.14,driver,0.6836,0.88,72.87,16.53,0.85,33.53,0.88,-64.1,0.83,0.9163,0.86,3.245,0.88,1,0,1,0,0,93.56,77.77,131.18,12.58,0.3163,2,0.4
191,20,semi_pro,45,18,M,1.85,6,right,30.0,7.3,212.3,54.6,13.9,11.0,parkland,10.51,driver,0.8459,0.88,69.33,14.12,0.85,39.12,0.88,-65.73,0.83,0.8397,0.86,2.0519,0.88,0,0,0,0,0,96.99,82.45,133.06,3.8,0.0,0,0.0
192,20,semi_pro,45,18,M,1.85,6,right,30.0,7.3,212.3,54.6,13.9,11.0,parkland,10.51,driver,0.734,0.88,71.35,18.4,0.85,39.48,0.88,-129.95,0.83,0.841,0.86,2.4334,0.88,0,0,0,0,0,100.66,83.82,143.57,5.71,0.0,0,0.0
193,20,semi_pro,45,18,M,1.85,6,right,30.0,7.3,212.3,54.6,13.9,11.0,parkland,10.51,driver,0.8291,0.88,75.39,23.6,0.85,32.79,0.88,-50.85,0.83,0.8928,0.86,2.5483,0.88,1,0,0,0,0,96.86,80.0,131.27,7.16,0.0609,1,0.2
194,20,semi_pro,45,18,M,1.85,6,right,30.0,7.3,212.3,54.6,13.9,11.0,parkland,10.51,driver,0.6526,0.88,70.88,14.18,0.85,37.24,0.88,-93.94,0.83,0.7831,0.86,2.714,0.88,0,1,1,0,0,94.83,80.68,135.45,11.95,0.4203,2,0.4
195,20,semi_pro,45,18,M,1.85,6,right,30.0,7.3,212.3,54.6,13.9,11.0,parkland,10.51,driver,0.6844,0.88,69.54,25.72,0.85,33.75,0.88,-111.93,0.83,0.8554,0.86,2.5795,0.88,0,1,0,0,0,94.95,81.75,138.0,9.35,0.2734,1,0.2
196,20,semi_pro,45,18,M,1.85,6,right,30.0,7.3,212.3,54.6,13.9,11.0,parkland,10.51,driver,0.6721,0.88,61.31,20.16,0.85,36.95,0.88,-124.42,0.83,0.8017,0.86,2.3482,0.88,1,1,0,0,0,94.25,75.45,129.54,12.81,0.2935,2,0.4
197,20,semi_pro,45,18,M,1.85,6,right,30.0,7.3,212.3,54.6,13.9,11.0,parkland,10.51,driver,0.7149,0.88,64.65,15.18,0.85,33.64,0.88,-63.72,0.83,0.8445,0.86,2.2182,0.88,0,0,0,0,0,98.34,80.83,135.44,6.2,0.0,0,0.0
198,20,semi_pro,45,18,M,1.85,6,right,30.0,7.3,212.3,54.6,13.9,11.0,parkland,10.51,driver,0.7596,0.88,61.42,15.07,0.85,39.08,0.88,-106.38,0.83,0.8389,0.86,2.9133,0.88,0,0,0,0,0,103.81,92.94,154.99,6.45,0.0,0,0.0
199,20,semi_pro,45,18,M,1.85,6,right,30.0,7.3,212.3,54.6,13.9,11.0,parkland,10.51,driver,0.6874,0.88,76.69,19.12,0.85,32.06,0.88,-51.84,0.83,0.8443,0.86,2.8686,0.88,0,0,1,1,0,100.78,85.48,138.56,11.24,0.3752,2,0.4
200,20,semi_pro,45,18,M,1.85,6,right,30.0,7.3,212.3,54.6,13.9,11.0,parkland,10.51,driver,0.6693,0.88,61.61,19.88,0.85,44.77,0.88,-106.21,0.83,0.9117,0.86,2.7333,0.88,0,0,1,0,0,90.4,75.59,128.19,7.97,0.1738,1,0.2
201,21,semi_pro,37,11,M,1.87,5,left,18.4,20.8,218.6,48.9,214.9,18.5,parkland,8.2,driver,0.7781,0.88,78.31,23.19,0.85,37.44,0.88,-113.9,0.83,0.8935,0.86,2.4762,0.88,1,0,0,0,0,90.91,76.79,127.66,7.04,0.1391,1,0.2
202,21,semi_pro,37,11,M,1.87,5,left,18.4,20.8,218.6,48.9,214.9,18.5,parkland,8.2,driver,0.7375,0.88,74.0,19.4,0.85,30.91,0.88,-79.24,0.83,0.8812,0.86,3.2738,0.88,1,0,0,0,0,93.97,80.85,136.22,5.95,0.1233,1,0.2
203,21,semi_pro,37,11,M,1.87,5,left,18.4,20.8,218.6,48.9,214.9,18.5,parkland,8.2,driver,0.7434,0.88,71.61,17.3,0.85,33.16,0.88,-64.34,0.83,0.9049,0.86,2.7093,0.88,0,1,0,1,0,92.51,75.85,133.1,12.07,0.3569,2,0.4
204,21,semi_pro,37,11,M,1.87,5,left,18.4,20.8,218.6,48.9,214.9,18.5,parkland,8.2,driver,0.8451,0.88,73.53,22.36,0.85,44.55,0.88,-143.68,0.83,0.8726,0.86,2.9815,0.88,0,0,0,0,0,104.39,90.27,156.94,1.75,0.0,0,0.0
205,21,semi_pro,37,11,M,1.87,5,left,18.4,20.8,218.6,48.9,214.9,18.5,parkland,8.2,driver,0.7459,0.88,70.05,24.66,0.85,40.34,0.88,-62.61,0.83,0.8293,0.86,2.7246,0.88,1,0,0,0,0,90.59,77.92,125.09,6.2,0.1099,1,0.2
206,21,semi_pro,37,11,M,1.87,5,left,18.4,20.8,218.6,48.9,214.9,18.5,parkland,8.2,driver,0.7436,0.88,67.54,20.9,0.85,44.78,0.88,-54.39,0.83,0.8128,0.86,2.6369,0.88,0,1,0,0,0,99.2,85.2,137.46,8.52,0.2218,1,0.2
207,21,semi_pro,37,11,M,1.87,5,left,18.4,20.8,218.6,48.9,214.9,18.5,parkland,8.2,driver,0.7095,0.88,75.3,16.59,0.85,44.9,0.88,-129.66,0.83,0.7997,0.86,2.3832,0.88,0,0,0,1,0,92.12,77.95,133.54,10.15,0.223,1,0.2
208,21,semi_pro,37,11,M,1.87,5,left,18.4,20.8,218.6,48.9,214.9,18.5,parkland,8.2,driver,0.6809,0.88,76.5,20.0,0.85,31.88,0.88,-76.55,0.83,0.7932,0.86,2.0171,0.88,1,0,0,0,0,90.85,77.48,128.92,7.65,0.0723,1,0.2
209,21,semi_pro,37,11,M,1.87,5,left,18.4,20.8,218.6,48.9,214.9,18.5,parkland,8.2,driver,0.8165,0.88,63.78,19.26,0.85,36.19,0.88,-93.4,0.83,0.889,0.86,2.6069,0.88,0,0,0,0,0,98.44,85.32,145.3,2.61,0.0,0,0.0
210,21,semi_pro,37,11,M,1.87,5,left,18.4,20.8,218.6,48.9,214.9,18.5,parkland,8.2,driver,0.8481,0.88,73.55,20.44,0.85,32.8,0.88,-97.76,0.83,0.7902,0.86,2.7634,0.88,0,0,1,0,0,96.59,80.58,134.39,6.51,0.2231,1,0.2
211,22,semi_pro,45,15,M,1.93,5,right,30.5,4.1,56.8,50.5,90.0,16.0,links,9.33,driver,0.7952,0.88,79.4,22.94,0.85,31.8,0.88,-108.48,0.83,0.799,0.86,2.0251,0.88,0,1,0,0,0,97.24,82.26,140.26,8.35,0.232,1,0.2
212,22,semi_pro,45,15,M,1.93,5,right,30.5,4.1,56.8,50.5,90.0,16.0,links,9.33,driver,0.6851,0.88,75.69,25.22,0.85,36.0,0.88,-66.22,0.83,0.8994,0.86,2.9946,0.88,0,0,0,0,0,90.85,74.03,119.01,7.3,0.0,0,0.0
213,22,semi_pro,45,15,M,1.93,5,right,30.5,4.1,56.8,50.5,90.0,16.0,links,9.33,driver,0.7668,0.88,78.57,19.7,0.85,43.25,0.88,-130.67,0.83,0.8669,0.86,2.7487,0.88,0,1,0,0,0,95.97,80.21,132.58,9.8,0.2539,1,0.2
214,22,semi_pro,45,15,M,1.93,5,right,30.5,4.1,56.8,50.5,90.0,16.0,links,9.33,driver,0.7258,0.88,78.22,18.06,0.85,32.45,0.88,-125.21,0.83,0.788,0.86,2.2846,0.88,0,0,1,0,0,91.69,77.22,128.9,11.52,0.1815,1,0.2
215,22,semi_pro,45,15,M,1.93,5,right,30.5,4.1,56.8,50.5,90.0,16.0,links,9.33,driver,0.8076,0.88,69.41,25.53,0.85,31.24,0.88,-142.92,0.83,0.8046,0.86,2.3159,0.88,1,0,0,0,0,95.47,81.34,133.9,5.19,0.1248,1,0.2
216,22,semi_pro,45,15,M,1.93,5,right,30.5,4.1,56.8,50.5,90.0,16.0,links,9.33,driver,0.8391,0.88,74.5,25.34,0.85,37.69,0.88,-144.89,0.83,0.9138,0.86,2.5374,0.88,0,0,0,0,1,91.03,75.06,123.05,9.81,0.0,1,0.2
217,22,semi_pro,45,15,M,1.93,5,right,30.5,4.1,56.8,50.5,90.0,16.0,links,9.33,driver,0.6669,0.88,72.01,14.71,0.85,43.86,0.88,-62.08,0.83,0.8274,0.86,3.1311,0.88,0,0,0,1,0,95.59,82.49,138.83,9.41,0.2421,1,0.2
218,22,semi_pro,45,15,M,1.93,5,right,30.5,4.1,56.8,50.5,90.0,16.0,links,9.33,driver,0.8135,0.88,74.17,20.48,0.85,39.98,0.88,-108.64,0.83,0.9002,0.86,2.2978,0.88,1,0,0,0,0,99.15,80.07,126.52,8.48,0.106,1,0.2
219,22,semi_pro,45,15,M,1.93,5,right,30.5,4.1,56.8,50.5,90.0,16.0,links,9.33,driver,0.6617,0.88,70.82,19.8,0.85,43.39,0.88,-64.83,0.83,0.9178,0.86,2.6103,0.88,0,0,0,1,0,91.52,76.58,127.66,11.45,0.1798,1,0.2
220,22,semi_pro,45,15,M,1.93,5,right,30.5,4.1,56.8,50.5,90.0,16.0,links,9.33,driver,0.7379,0.88,67.72,19.12,0.85,38.74,0.88,-140.87,0.83,0.8293,0.86,2.7132,0.88,1,0,0,0,0,98.08,85.96,143.45,8.16,0.1368,1,0.2
221,23,semi_pro,32,11,M,1.8,6,right,16.8,2.3,203.9,68.7,73.6,18.3,links,9.95,driver,0.8006,0.88,64.12,21.05,0.85,35.93,0.88,-136.05,0.83,0.803,0.86,2.658,0.88,0,1,0,0,0,96.91,85.5,143.36,6.82,0.2705,1,0.2
222,23,semi_pro,32,11,M,1.8,6,right,16.8,2.3,203.9,68.7,73.6,18.3,links,9.95,driver,0.7862,0.88,66.55,21.9,0.85,37.29,0.88,-133.62,0.83,0.821,0.86,1.9834,0.88,0,1,0,0,0,104.9,89.36,148.95,10.31,0.2275,1,0.2
223,23,semi_pro,32,11,M,1.8,6,right,16.8,2.3,203.9,68.7,73.6,18.3,links,9.95,driver,0.7396,0.88,75.8,17.29,0.85,34.4,0.88,-144.33,0.83,0.8685,0.86,2.4074,0.88,0,0,0,0,0,99.61,84.33,140.84,5.54,0.0,0,0.0
224,23,semi_pro,32,11,M,1.8,6,right,16.8,2.3,203.9,68.7,73.6,18.3,links,9.95,driver,0.8183,0.88,72.94,18.02,0.85,37.06,0.88,-131.15,0.83,0.7845,0.86,2.872,0.88,0,0,0,0,0,96.37,81.65,136.43,6.38,0.0,0,0.0
225,23,semi_pro,32,11,M,1.8,6,right,16.8,2.3,203.9,68.7,73.6,18.3,links,9.95,driver,0.793,0.88,61.74,21.33,0.85,32.88,0.88,-129.94,0.83,0.7977,0.86,2.7006,0.88,0,0,0,0,0,99.81,83.46,138.05,3.71,0.0,0,0.0
226,23,semi_pro,32,11,M,1.8,6,right,16.8,2.3,203.9,68.7,73.6,18.3,links,9.95,driver,0.7563,0.88,60.15,20.84,0.85,44.28,0.88,-130.28,0.83,0.8484,0.86,2.7635,0.88,0,0,0,0,0,91.11,77.8,127.94,4.13,0.0,0,0.0
227,23,semi_pro,32,11,M,1.8,6,right,16.8,2.3,203.9,68.7,73.6,18.3,links,9.95,driver,0.6612,0.88,61.02,23.29,0.85,39.58,0.88,-116.87,0.83,0.8927,0.86,2.2291,0.88,0,0,1,0,0,93.89,79.64,129.93,12.8,0.2062,1,0.2
228,23,semi_pro,32,11,M,1.8,6,right,16.8,2.3,203.9,68.7,73.6,18.3,links,9.95,driver,0.8276,0.88,76.72,24.16,0.85,43.8,0.88,-59.68,0.83,0.8213,0.86,2.3297,0.88,0,0,0,1,0,98.16,83.82,138.91,7.94,0.1715,1,0.2
229,23,semi_pro,32,11,M,1.8,6,right,16.8,2.3,203.9,68.7,73.6,18.3,links,9.95,driver,0.7757,0.88,61.75,18.78,0.85,41.98,0.88,-124.22,0.83,0.8869,0.86,2.1747,0.88,0,0,0,0,0,104.68,85.58,139.93,3.26,0.0,0,0.0
230,23,semi_pro,32,11,M,1.8,6,right,16.8,2.3,203.9,68.7,73.6,18.3,links,9.95,driver,0.717,0.88,68.85,25.56,0.85,40.58,0.88,-114.2,0.83,0.9053,0.86,2.8031,0.88,1,0,0,1,0,92.79,78.94,132.29,13.44,0.3001,2,0.4
231,24,semi_pro,39,10,M,1.86,8,right,19.6,17.0,261.3,67.9,15.1,19.9,links,10.37,driver,0.6872,0.88,79.01,14.61,0.85,39.88,0.88,-125.25,0.83,0.8123,0.86,1.9431,0.88,0,0,0,0,0,99.21,82.05,140.16,5.79,0.0,0,0.0
232,24,semi_pro,39,10,M,1.86,8,right,19.6,17.0,261.3,67.9,15.1,19.9,links,10.37,driver,0.784,0.88,77.62,23.63,0.85,44.29,0.88,-102.1,0.83,0.8606,0.86,2.2084,0.88,0,0,0,0,0,95.9,79.16,130.73,4.59,0.0,0,0.0
233,24,semi_pro,39,10,M,1.86,8,right,19.6,17.0,261.3,67.9,15.1,19.9,links,10.37,driver,0.738,0.88,65.67,20.13,0.85,36.63,0.88,-55.06,0.83,0.8509,0.86,2.3171,0.88,0,1,0,0,0,100.47,84.77,139.99,6.69,0.1662,1,0.2
234,24,semi_pro,39,10,M,1.86,8,right,19.6,17.0,261.3,67.9,15.1,19.9,links,10.37,driver,0.7074,0.88,60.87,19.59,0.85,41.1,0.88,-68.16,0.83,0.8286,0.86,2.0972,0.88,0,1,1,0,0,102.13,86.61,141.85,12.62,0.3998,2,0.4
235,24,semi_pro,39,10,M,1.86,8,right,19.6,17.0,261.3,67.9,15.1,19.9,links,10.37,driver,0.8004,0.88,60.63,21.59,0.85,34.19,0.88,-142.56,0.83,0.9166,0.86,3.5275,0.88,1,0,0,0,0,95.58,80.85,139.12,9.06,0.0645,1,0.2
236,24,semi_pro,39,10,M,1.86,8,right,19.6,17.0,261.3,67.9,15.1,19.9,links,10.37,driver,0.7781,0.88,62.09,24.08,0.85,44.78,0.88,-88.66,0.83,0.8725,0.86,2.8211,0.88,0,0,1,0,0,97.41,81.63,135.3,10.22,0.2258,1,0.2
237,24,semi_pro,39,10,M,1.86,8,right,19.6,17.0,261.3,67.9,15.1,19.9,links,10.37,driver,0.8239,0.88,60.02,23.61,0.85,37.32,0.88,-72.19,0.83,0.8226,0.86,2.4969,0.88,0,0,0,0,0,92.9,79.55,132.61,3.52,0.0,0,0.0
238,24,semi_pro,39,10,M,1.86,8,right,19.6,17.0,261.3,67.9,15.1,19.9,links,10.37,driver,0.8269,0.88,79.8,25.34,0.85,35.42,0.88,-145.25,0.83,0.8169,0.86,3.517,0.88,0,0,0,0,0,92.09,74.83,123.96,2.71,0.0,0,0.0
239,24,semi_pro,39,10,M,1.86,8,right,19.6,17.0,261.3,67.9,15.1,19.9,links,10.37,driver,0.8332,0.88,69.06,19.58,0.85,43.45,0.88,-137.04,0.83,0.814,0.86,2.4573,0.88,0,0,0,0,0,90.41,77.58,122.43,3.49,0.0,0,0.0
240,24,semi_pro,39,10,M,1.86,8,right,19.6,17.0,261.3,67.9,15.1,19.9,links,10.37,driver,0.8298,0.88,78.15,19.24,0.85,42.76,0.88,-86.29,0.83,0.8635,0.86,2.5557,0.88,1,0,1,0,0,103.73,83.16,141.67,8.71,0.2168,2,0.4
241,25,semi_pro,34,15,M,1.91,8,right,21.9,3.7,350.5,80.9,70.1,18.0,parkland,8.51,driver,0.7867,0.88,64.17,14.0,0.85,34.85,0.88,-110.42,0.83,0.8385,0.86,3.4886,0.88,0,0,0,0,0,103.92,90.08,153.06,6.99,0.0,0,0.0
242,25,semi_pro,34,15,M,1.91,8,right,21.9,3.7,350.5,80.9,70.1,18.0,parkland,8.51,driver,0.831,0.88,72.01,19.84,0.85,43.24,0.88,-117.78,0.83,0.8871,0.86,2.5602,0.88,0,0,0,0,0,103.33,84.43,138.58,3.37,0.0,0,0.0
243,25,semi_pro,34,15,M,1.91,8,right,21.9,3.7,350.5,80.9,70.1,18.0,parkland,8.51,driver,0.8463,0.88,66.77,19.07,0.85,31.85,0.88,-145.3,0.83,0.8363,0.86,2.2522,0.88,0,1,0,0,0,102.83,84.59,140.46,5.98,0.1566,1,0.2
244,25,semi_pro,34,15,M,1.91,8,right,21.9,3.7,350.5,80.9,70.1,18.0,parkland,8.51,driver,0.8189,0.88,63.71,21.42,0.85,31.44,0.88,-90.09,0.83,0.7936,0.86,3.384,0.88,0,0,1,0,1,104.13,83.78,145.08,12.52,0.1791,2,0.4
245,25,semi_pro,34,15,M,1.91,8,right,21.9,3.7,350.5,80.9,70.1,18.0,parkland,8.51,driver,0.7192,0.88,70.63,21.91,0.85,42.2,0.88,-111.01,0.83,0.871,0.86,2.9761,0.88,0,0,0,0,0,101.67,83.38,136.83,8.4,0.0,0,0.0
246,25,semi_pro,34,15,M,1.91,8,right,21.9,3.7,350.5,80.9,70.1,18.0,parkland,8.51,driver,0.7473,0.88,60.33,24.61,0.85,43.41,0.88,-145.56,0.83,0.8368,0.86,2.6232,0.88,0,0,1,0,0,92.21,76.44,128.8,7.16,0.1416,1,0.2
247,25,semi_pro,34,15,M,1.91,8,right,21.9,3.7,350.5,80.9,70.1,18.0,parkland,8.51,driver,0.7426,0.88,67.04,14.69,0.85,33.43,0.88,-96.79,0.83,0.8453,0.86,2.6756,0.88,0,0,0,1,0,97.96,82.72,138.71,9.13,0.1402,1,0.2
248,25,semi_pro,34,15,M,1.91,8,right,21.9,3.7,350.5,80.9,70.1,18.0,parkland,8.51,driver,0.7272,0.88,73.66,24.84,0.85,43.1,0.88,-74.16,0.83,0.7983,0.86,2.7495,0.88,0,0,0,0,0,104.86,90.39,151.62,7.62,0.0,0,0.0
249,25,semi_pro,34,15,M,1.91,8,right,21.9,3.7,350.5,80.9,70.1,18.0,parkland,8.51,driver,0.6919,0.88,71.81,16.75,0.85,36.87,0.88,-134.98,0.83,0.7936,0.86,2.1259,0.88,1,0,1,0,0,104.9,89.43,145.77,12.53,0.2382,2,0.4
250,25,semi_pro,34,15,M,1.91,8,right,21.9,3.7,350.5,80.9,70.1,18.0,parkland,8.51,driver,0.7803,0.88,69.77,25.05,0.85,30.54,0.88,-96.43,0.83,0.8963,0.86,2.8142,0.88,1,0,0,0,0,103.95,86.36,148.28,7.37,0.1054,1,0.2
251,26,semi_pro,28,13,M,1.93,5,right,8.5,20.8,165.8,35.3,418.0,11.8,mountain,10.39,driver,0.688,0.88,65.85,25.96,0.85,32.36,0.88,-125.69,0.83,0.8653,0.86,2.1604,0.88,0,0,0,0,1,100.72,84.7,141.1,10.77,0.0,1,0.2
252,26,semi_pro,28,13,M,1.93,5,right,8.5,20.8,165.8,35.3,418.0,11.8,mountain,10.39,driver,0.8382,0.88,63.69,19.82,0.85,42.04,0.88,-79.15,0.83,0.8949,0.86,2.3966,0.88,0,0,0,0,0,96.21,81.7,139.71,3.5,0.0,0,0.0
253,26,semi_pro,28,13,M,1.93,5,right,8.5,20.8,165.8,35.3,418.0,11.8,mountain,10.39,driver,0.8031,0.88,76.38,16.92,0.85,36.74,0.88,-118.81,0.83,0.8073,0.86,2.5293,0.88,0,0,1,1,0,102.93,86.58,145.47,10.99,0.3956,2,0.4
254,26,semi_pro,28,13,M,1.93,5,right,8.5,20.8,165.8,35.3,418.0,11.8,mountain,10.39,driver,0.7698,0.88,76.95,19.2,0.85,36.29,0.88,-95.76,0.83,0.8373,0.86,2.0868,0.88,0,0,0,0,0,93.92,77.43,126.14,7.06,0.0,0,0.0
255,26,semi_pro,28,13,M,1.93,5,right,8.5,20.8,165.8,35.3,418.0,11.8,mountain,10.39,driver,0.8362,0.88,78.33,17.21,0.85,30.51,0.88,-55.65,0.83,0.7989,0.86,3.1501,0.88,0,0,0,0,0,90.54,73.36,123.39,3.77,0.0,0,0.0
256,26,semi_pro,28,13,M,1.93,5,right,8.5,20.8,165.8,35.3,418.0,11.8,mountain,10.39,driver,0.819,0.88,72.94,16.44,0.85,37.81,0.88,-127.63,0.83,0.801,0.86,2.5541,0.88,0,0,0,0,0,102.21,83.87,136.6,6.97,0.0,0,0.0
257,26,semi_pro,28,13,M,1.93,5,right,8.5,20.8,165.8,35.3,418.0,11.8,mountain,10.39,driver,0.7878,0.88,67.51,25.5,0.85,37.2,0.88,-53.54,0.83,0.7986,0.86,2.1757,0.88,1,0,0,0,0,96.44,80.86,136.92,7.76,0.0842,1,0.2
258,26,semi_pro,28,13,M,1.93,5,right,8.5,20.8,165.8,35.3,418.0,11.8,mountain,10.39,driver,0.8118,0.88,77.33,21.33,0.85,40.19,0.88,-50.24,0.83,0.8515,0.86,2.7964,0.88,0,0,0,0,0,100.4,82.31,135.24,5.66,0.0,0,0.0
259,26,semi_pro,28,13,M,1.93,5,right,8.5,20.8,165.8,35.3,418.0,11.8,mountain,10.39,driver,0.7534,0.88,73.73,18.11,0.85,36.4,0.88,-82.2,0.83,0.825,0.86,2.4134,0.88,0,0,1,0,1,104.06,83.15,129.98,12.91,0.1963,2,0.4
260,26,semi_pro,28,13,M,1.93,5,right,8.5,20.8,165.8,35.3,418.0,11.8,mountain,10.39,driver,0.7646,0.88,77.83,22.46,0.85,37.57,0.88,-116.54,0.83,0.8433,0.86,1.9182,0.88,0,0,0,0,0,92.24,81.25,137.59,4.86,0.0,0,0.0
261,27,semi_pro,40,10,M,1.8,6,right,11.1,22.8,86.3,74.1,322.8,8.0,parkland,9.5,driver,0.8462,0.88,78.3,16.58,0.85,32.25,0.88,-104.65,0.83,0.8238,0.86,3.4318,0.88,0,1,0,0,0,103.65,86.47,146.54,9.52,0.1675,1,0.2
262,27,semi_pro,40,10,M,1.8,6,right,11.1,22.8,86.3,74.1,322.8,8.0,parkland,9.5,driver,0.6923,0.88,61.43,20.1,0.85,33.77,0.88,-73.78,0.83,0.8391,0.86,2.0028,0.88,0,0,0,0,0,100.04,81.79,136.83,4.25,0.0,0,0.0
263,27,semi_pro,40,10,M,1.8,6,right,11.1,22.8,86.3,74.1,322.8,8.0,parkland,9.5,driver,0.7172,0.88,63.95,19.5,0.85,31.4,0.88,-142.02,0.83,0.8683,0.86,2.1054,0.88,0,0,0,0,0,94.22,79.21,131.09,6.96,0.0,0,0.0
264,27,semi_pro,40,10,M,1.8,6,right,11.1,22.8,86.3,74.1,322.8,8.0,parkland,9.5,driver,0.7798,0.88,74.43,20.32,0.85,30.03,0.88,-89.44,0.83,0.8511,0.86,2.0682,0.88,1,0,0,0,0,94.39,82.06,136.35,6.29,0.0965,1,0.2
265,27,semi_pro,40,10,M,1.8,6,right,11.1,22.8,86.3,74.1,322.8,8.0,parkland,9.5,driver,0.8277,0.88,64.87,22.79,0.85,40.56,0.88,-62.5,0.83,0.9104,0.86,1.8018,0.88,1,1,0,0,0,104.01,87.89,145.43,11.4,0.3587,2,0.4
266,27,semi_pro,40,10,M,1.8,6,right,11.1,22.8,86.3,74.1,322.8,8.0,parkland,9.5,driver,0.6739,0.88,72.79,25.46,0.85,34.45,0.88,-132.95,0.83,0.7952,0.86,2.4815,0.88,0,0,0,0,0,94.62,80.23,128.36,4.37,0.0,0,0.0
267,27,semi_pro,40,10,M,1.8,6,right,11.1,22.8,86.3,74.1,322.8,8.0,parkland,9.5,driver,0.727,0.88,66.59,18.29,0.85,32.39,0.88,-55.74,0.83,0.815,0.86,3.4556,0.88,0,0,1,0,1,100.0,81.65,135.85,9.88,0.1259,2,0.4
268,27,semi_pro,40,10,M,1.8,6,right,11.1,22.8,86.3,74.1,322.8,8.0,parkland,9.5,driver,0.8267,0.88,74.82,15.43,0.85,35.68,0.88,-94.28,0.83,0.834,0.86,2.5802,0.88,0,0,1,0,0,91.67,75.72,128.06,7.97,0.1983,1,0.2
269,27,semi_pro,40,10,M,1.8,6,right,11.1,22.8,86.3,74.1,322.8,8.0,parkland,9.5,driver,0.662,0.88,77.25,14.84,0.85,36.31,0.88,-123.52,0.83,0.8382,0.86,3.3574,0.88,0,1,1,0,0,102.54,88.72,147.93,12.1,0.4048,2,0.4
270,27,semi_pro,40,10,M,1.8,6,right,11.1,22.8,86.3,74.1,322.8,8.0,parkland,9.5,driver,0.6515,0.88,78.3,14.54,0.85,32.19,0.88,-67.0,0.83,0.8431,0.86,2.583,0.88,0,0,0,0,0,96.91,80.08,133.7,9.69,0.0,0,0.0
271,28,semi_pro,45,12,M,1.76,7,right,25.9,18.8,223.2,43.7,593.6,16.2,parkland,10.23,driver,0.6861,0.88,69.92,18.25,0.85,33.34,0.88,-85.11,0.83,0.8947,0.86,2.6479,0.88,0,0,1,0,0,95.58,79.56,131.22,10.49,0.2041,1,0.2
